sheet,cell,row,column,live,authoritative,why
ENGINE,AB162,162,28,"=IF($AA162="""","""",IF(ABS($AA162)<SETTINGS!$B$8*2,"""",IF(ABS($AA162)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI162<>""READY"",ABS($AA162)<SETTINGS!$B$10*2,$AF162<>"""",$AG162<>""""),""INVESTIGATE"",""BET""))))","=IF($AA162="""","""",IF(ABS($AA162)<SETTINGS!$B$49,"""",IF(ABS($AA162)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI162<>""READY"",ABS($AA162)<SETTINGS!$B$51,$AF162<>"""",$AG162<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB163,163,28,"=IF($AA163="""","""",IF(ABS($AA163)<SETTINGS!$B$8*2,"""",IF(ABS($AA163)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI163<>""READY"",ABS($AA163)<SETTINGS!$B$10*2,$AF163<>"""",$AG163<>""""),""INVESTIGATE"",""BET""))))","=IF($AA163="""","""",IF(ABS($AA163)<SETTINGS!$B$49,"""",IF(ABS($AA163)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI163<>""READY"",ABS($AA163)<SETTINGS!$B$51,$AF163<>"""",$AG163<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB164,164,28,"=IF($AA164="""","""",IF(ABS($AA164)<SETTINGS!$B$8*2,"""",IF(ABS($AA164)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI164<>""READY"",ABS($AA164)<SETTINGS!$B$10*2,$AF164<>"""",$AG164<>""""),""INVESTIGATE"",""BET""))))","=IF($AA164="""","""",IF(ABS($AA164)<SETTINGS!$B$49,"""",IF(ABS($AA164)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI164<>""READY"",ABS($AA164)<SETTINGS!$B$51,$AF164<>"""",$AG164<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB165,165,28,"=IF($AA165="""","""",IF(ABS($AA165)<SETTINGS!$B$8*2,"""",IF(ABS($AA165)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI165<>""READY"",ABS($AA165)<SETTINGS!$B$10*2,$AF165<>"""",$AG165<>""""),""INVESTIGATE"",""BET""))))","=IF($AA165="""","""",IF(ABS($AA165)<SETTINGS!$B$49,"""",IF(ABS($AA165)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI165<>""READY"",ABS($AA165)<SETTINGS!$B$51,$AF165<>"""",$AG165<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB166,166,28,"=IF($AA166="""","""",IF(ABS($AA166)<SETTINGS!$B$8*2,"""",IF(ABS($AA166)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI166<>""READY"",ABS($AA166)<SETTINGS!$B$10*2,$AF166<>"""",$AG166<>""""),""INVESTIGATE"",""BET""))))","=IF($AA166="""","""",IF(ABS($AA166)<SETTINGS!$B$49,"""",IF(ABS($AA166)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI166<>""READY"",ABS($AA166)<SETTINGS!$B$51,$AF166<>"""",$AG166<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB167,167,28,"=IF($AA167="""","""",IF(ABS($AA167)<SETTINGS!$B$8*2,"""",IF(ABS($AA167)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI167<>""READY"",ABS($AA167)<SETTINGS!$B$10*2,$AF167<>"""",$AG167<>""""),""INVESTIGATE"",""BET""))))","=IF($AA167="""","""",IF(ABS($AA167)<SETTINGS!$B$49,"""",IF(ABS($AA167)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI167<>""READY"",ABS($AA167)<SETTINGS!$B$51,$AF167<>"""",$AG167<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB168,168,28,"=IF($AA168="""","""",IF(ABS($AA168)<SETTINGS!$B$8*2,"""",IF(ABS($AA168)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI168<>""READY"",ABS($AA168)<SETTINGS!$B$10*2,$AF168<>"""",$AG168<>""""),""INVESTIGATE"",""BET""))))","=IF($AA168="""","""",IF(ABS($AA168)<SETTINGS!$B$49,"""",IF(ABS($AA168)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI168<>""READY"",ABS($AA168)<SETTINGS!$B$51,$AF168<>"""",$AG168<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB169,169,28,"=IF($AA169="""","""",IF(ABS($AA169)<SETTINGS!$B$8*2,"""",IF(ABS($AA169)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI169<>""READY"",ABS($AA169)<SETTINGS!$B$10*2,$AF169<>"""",$AG169<>""""),""INVESTIGATE"",""BET""))))","=IF($AA169="""","""",IF(ABS($AA169)<SETTINGS!$B$49,"""",IF(ABS($AA169)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI169<>""READY"",ABS($AA169)<SETTINGS!$B$51,$AF169<>"""",$AG169<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB170,170,28,"=IF($AA170="""","""",IF(ABS($AA170)<SETTINGS!$B$8*2,"""",IF(ABS($AA170)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI170<>""READY"",ABS($AA170)<SETTINGS!$B$10*2,$AF170<>"""",$AG170<>""""),""INVESTIGATE"",""BET""))))","=IF($AA170="""","""",IF(ABS($AA170)<SETTINGS!$B$49,"""",IF(ABS($AA170)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI170<>""READY"",ABS($AA170)<SETTINGS!$B$51,$AF170<>"""",$AG170<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB171,171,28,"=IF($AA171="""","""",IF(ABS($AA171)<SETTINGS!$B$8*2,"""",IF(ABS($AA171)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI171<>""READY"",ABS($AA171)<SETTINGS!$B$10*2,$AF171<>"""",$AG171<>""""),""INVESTIGATE"",""BET""))))","=IF($AA171="""","""",IF(ABS($AA171)<SETTINGS!$B$49,"""",IF(ABS($AA171)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI171<>""READY"",ABS($AA171)<SETTINGS!$B$51,$AF171<>"""",$AG171<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB172,172,28,"=IF($AA172="""","""",IF(ABS($AA172)<SETTINGS!$B$8*2,"""",IF(ABS($AA172)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI172<>""READY"",ABS($AA172)<SETTINGS!$B$10*2,$AF172<>"""",$AG172<>""""),""INVESTIGATE"",""BET""))))","=IF($AA172="""","""",IF(ABS($AA172)<SETTINGS!$B$49,"""",IF(ABS($AA172)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI172<>""READY"",ABS($AA172)<SETTINGS!$B$51,$AF172<>"""",$AG172<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB173,173,28,"=IF($AA173="""","""",IF(ABS($AA173)<SETTINGS!$B$8*2,"""",IF(ABS($AA173)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI173<>""READY"",ABS($AA173)<SETTINGS!$B$10*2,$AF173<>"""",$AG173<>""""),""INVESTIGATE"",""BET""))))","=IF($AA173="""","""",IF(ABS($AA173)<SETTINGS!$B$49,"""",IF(ABS($AA173)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI173<>""READY"",ABS($AA173)<SETTINGS!$B$51,$AF173<>"""",$AG173<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB174,174,28,"=IF($AA174="""","""",IF(ABS($AA174)<SETTINGS!$B$8*2,"""",IF(ABS($AA174)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI174<>""READY"",ABS($AA174)<SETTINGS!$B$10*2,$AF174<>"""",$AG174<>""""),""INVESTIGATE"",""BET""))))","=IF($AA174="""","""",IF(ABS($AA174)<SETTINGS!$B$49,"""",IF(ABS($AA174)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI174<>""READY"",ABS($AA174)<SETTINGS!$B$51,$AF174<>"""",$AG174<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB175,175,28,"=IF($AA175="""","""",IF(ABS($AA175)<SETTINGS!$B$8*2,"""",IF(ABS($AA175)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI175<>""READY"",ABS($AA175)<SETTINGS!$B$10*2,$AF175<>"""",$AG175<>""""),""INVESTIGATE"",""BET""))))","=IF($AA175="""","""",IF(ABS($AA175)<SETTINGS!$B$49,"""",IF(ABS($AA175)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI175<>""READY"",ABS($AA175)<SETTINGS!$B$51,$AF175<>"""",$AG175<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB176,176,28,"=IF($AA176="""","""",IF(ABS($AA176)<SETTINGS!$B$8*2,"""",IF(ABS($AA176)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI176<>""READY"",ABS($AA176)<SETTINGS!$B$10*2,$AF176<>"""",$AG176<>""""),""INVESTIGATE"",""BET""))))","=IF($AA176="""","""",IF(ABS($AA176)<SETTINGS!$B$49,"""",IF(ABS($AA176)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI176<>""READY"",ABS($AA176)<SETTINGS!$B$51,$AF176<>"""",$AG176<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB177,177,28,"=IF($AA177="""","""",IF(ABS($AA177)<SETTINGS!$B$8*2,"""",IF(ABS($AA177)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI177<>""READY"",ABS($AA177)<SETTINGS!$B$10*2,$AF177<>"""",$AG177<>""""),""INVESTIGATE"",""BET""))))","=IF($AA177="""","""",IF(ABS($AA177)<SETTINGS!$B$49,"""",IF(ABS($AA177)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI177<>""READY"",ABS($AA177)<SETTINGS!$B$51,$AF177<>"""",$AG177<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB178,178,28,"=IF($AA178="""","""",IF(ABS($AA178)<SETTINGS!$B$8*2,"""",IF(ABS($AA178)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI178<>""READY"",ABS($AA178)<SETTINGS!$B$10*2,$AF178<>"""",$AG178<>""""),""INVESTIGATE"",""BET""))))","=IF($AA178="""","""",IF(ABS($AA178)<SETTINGS!$B$49,"""",IF(ABS($AA178)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI178<>""READY"",ABS($AA178)<SETTINGS!$B$51,$AF178<>"""",$AG178<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB179,179,28,"=IF($AA179="""","""",IF(ABS($AA179)<SETTINGS!$B$8*2,"""",IF(ABS($AA179)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI179<>""READY"",ABS($AA179)<SETTINGS!$B$10*2,$AF179<>"""",$AG179<>""""),""INVESTIGATE"",""BET""))))","=IF($AA179="""","""",IF(ABS($AA179)<SETTINGS!$B$49,"""",IF(ABS($AA179)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI179<>""READY"",ABS($AA179)<SETTINGS!$B$51,$AF179<>"""",$AG179<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB180,180,28,"=IF($AA180="""","""",IF(ABS($AA180)<SETTINGS!$B$8*2,"""",IF(ABS($AA180)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI180<>""READY"",ABS($AA180)<SETTINGS!$B$10*2,$AF180<>"""",$AG180<>""""),""INVESTIGATE"",""BET""))))","=IF($AA180="""","""",IF(ABS($AA180)<SETTINGS!$B$49,"""",IF(ABS($AA180)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI180<>""READY"",ABS($AA180)<SETTINGS!$B$51,$AF180<>"""",$AG180<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB181,181,28,"=IF($AA181="""","""",IF(ABS($AA181)<SETTINGS!$B$8*2,"""",IF(ABS($AA181)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI181<>""READY"",ABS($AA181)<SETTINGS!$B$10*2,$AF181<>"""",$AG181<>""""),""INVESTIGATE"",""BET""))))","=IF($AA181="""","""",IF(ABS($AA181)<SETTINGS!$B$49,"""",IF(ABS($AA181)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI181<>""READY"",ABS($AA181)<SETTINGS!$B$51,$AF181<>"""",$AG181<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB182,182,28,"=IF($AA182="""","""",IF(ABS($AA182)<SETTINGS!$B$8*2,"""",IF(ABS($AA182)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI182<>""READY"",ABS($AA182)<SETTINGS!$B$10*2,$AF182<>"""",$AG182<>""""),""INVESTIGATE"",""BET""))))","=IF($AA182="""","""",IF(ABS($AA182)<SETTINGS!$B$49,"""",IF(ABS($AA182)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI182<>""READY"",ABS($AA182)<SETTINGS!$B$51,$AF182<>"""",$AG182<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB183,183,28,"=IF($AA183="""","""",IF(ABS($AA183)<SETTINGS!$B$8*2,"""",IF(ABS($AA183)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI183<>""READY"",ABS($AA183)<SETTINGS!$B$10*2,$AF183<>"""",$AG183<>""""),""INVESTIGATE"",""BET""))))","=IF($AA183="""","""",IF(ABS($AA183)<SETTINGS!$B$49,"""",IF(ABS($AA183)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI183<>""READY"",ABS($AA183)<SETTINGS!$B$51,$AF183<>"""",$AG183<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB184,184,28,"=IF($AA184="""","""",IF(ABS($AA184)<SETTINGS!$B$8*2,"""",IF(ABS($AA184)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI184<>""READY"",ABS($AA184)<SETTINGS!$B$10*2,$AF184<>"""",$AG184<>""""),""INVESTIGATE"",""BET""))))","=IF($AA184="""","""",IF(ABS($AA184)<SETTINGS!$B$49,"""",IF(ABS($AA184)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI184<>""READY"",ABS($AA184)<SETTINGS!$B$51,$AF184<>"""",$AG184<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB185,185,28,"=IF($AA185="""","""",IF(ABS($AA185)<SETTINGS!$B$8*2,"""",IF(ABS($AA185)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI185<>""READY"",ABS($AA185)<SETTINGS!$B$10*2,$AF185<>"""",$AG185<>""""),""INVESTIGATE"",""BET""))))","=IF($AA185="""","""",IF(ABS($AA185)<SETTINGS!$B$49,"""",IF(ABS($AA185)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI185<>""READY"",ABS($AA185)<SETTINGS!$B$51,$AF185<>"""",$AG185<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB186,186,28,"=IF($AA186="""","""",IF(ABS($AA186)<SETTINGS!$B$8*2,"""",IF(ABS($AA186)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI186<>""READY"",ABS($AA186)<SETTINGS!$B$10*2,$AF186<>"""",$AG186<>""""),""INVESTIGATE"",""BET""))))","=IF($AA186="""","""",IF(ABS($AA186)<SETTINGS!$B$49,"""",IF(ABS($AA186)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI186<>""READY"",ABS($AA186)<SETTINGS!$B$51,$AF186<>"""",$AG186<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB187,187,28,"=IF($AA187="""","""",IF(ABS($AA187)<SETTINGS!$B$8*2,"""",IF(ABS($AA187)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI187<>""READY"",ABS($AA187)<SETTINGS!$B$10*2,$AF187<>"""",$AG187<>""""),""INVESTIGATE"",""BET""))))","=IF($AA187="""","""",IF(ABS($AA187)<SETTINGS!$B$49,"""",IF(ABS($AA187)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI187<>""READY"",ABS($AA187)<SETTINGS!$B$51,$AF187<>"""",$AG187<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB188,188,28,"=IF($AA188="""","""",IF(ABS($AA188)<SETTINGS!$B$8*2,"""",IF(ABS($AA188)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI188<>""READY"",ABS($AA188)<SETTINGS!$B$10*2,$AF188<>"""",$AG188<>""""),""INVESTIGATE"",""BET""))))","=IF($AA188="""","""",IF(ABS($AA188)<SETTINGS!$B$49,"""",IF(ABS($AA188)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI188<>""READY"",ABS($AA188)<SETTINGS!$B$51,$AF188<>"""",$AG188<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB189,189,28,"=IF($AA189="""","""",IF(ABS($AA189)<SETTINGS!$B$8*2,"""",IF(ABS($AA189)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI189<>""READY"",ABS($AA189)<SETTINGS!$B$10*2,$AF189<>"""",$AG189<>""""),""INVESTIGATE"",""BET""))))","=IF($AA189="""","""",IF(ABS($AA189)<SETTINGS!$B$49,"""",IF(ABS($AA189)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI189<>""READY"",ABS($AA189)<SETTINGS!$B$51,$AF189<>"""",$AG189<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB190,190,28,"=IF($AA190="""","""",IF(ABS($AA190)<SETTINGS!$B$8*2,"""",IF(ABS($AA190)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI190<>""READY"",ABS($AA190)<SETTINGS!$B$10*2,$AF190<>"""",$AG190<>""""),""INVESTIGATE"",""BET""))))","=IF($AA190="""","""",IF(ABS($AA190)<SETTINGS!$B$49,"""",IF(ABS($AA190)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI190<>""READY"",ABS($AA190)<SETTINGS!$B$51,$AF190<>"""",$AG190<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB191,191,28,"=IF($AA191="""","""",IF(ABS($AA191)<SETTINGS!$B$8*2,"""",IF(ABS($AA191)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI191<>""READY"",ABS($AA191)<SETTINGS!$B$10*2,$AF191<>"""",$AG191<>""""),""INVESTIGATE"",""BET""))))","=IF($AA191="""","""",IF(ABS($AA191)<SETTINGS!$B$49,"""",IF(ABS($AA191)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI191<>""READY"",ABS($AA191)<SETTINGS!$B$51,$AF191<>"""",$AG191<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB192,192,28,"=IF($AA192="""","""",IF(ABS($AA192)<SETTINGS!$B$8*2,"""",IF(ABS($AA192)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI192<>""READY"",ABS($AA192)<SETTINGS!$B$10*2,$AF192<>"""",$AG192<>""""),""INVESTIGATE"",""BET""))))","=IF($AA192="""","""",IF(ABS($AA192)<SETTINGS!$B$49,"""",IF(ABS($AA192)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI192<>""READY"",ABS($AA192)<SETTINGS!$B$51,$AF192<>"""",$AG192<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB193,193,28,"=IF($AA193="""","""",IF(ABS($AA193)<SETTINGS!$B$8*2,"""",IF(ABS($AA193)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI193<>""READY"",ABS($AA193)<SETTINGS!$B$10*2,$AF193<>"""",$AG193<>""""),""INVESTIGATE"",""BET""))))","=IF($AA193="""","""",IF(ABS($AA193)<SETTINGS!$B$49,"""",IF(ABS($AA193)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI193<>""READY"",ABS($AA193)<SETTINGS!$B$51,$AF193<>"""",$AG193<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB194,194,28,"=IF($AA194="""","""",IF(ABS($AA194)<SETTINGS!$B$8*2,"""",IF(ABS($AA194)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI194<>""READY"",ABS($AA194)<SETTINGS!$B$10*2,$AF194<>"""",$AG194<>""""),""INVESTIGATE"",""BET""))))","=IF($AA194="""","""",IF(ABS($AA194)<SETTINGS!$B$49,"""",IF(ABS($AA194)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI194<>""READY"",ABS($AA194)<SETTINGS!$B$51,$AF194<>"""",$AG194<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB195,195,28,"=IF($AA195="""","""",IF(ABS($AA195)<SETTINGS!$B$8*2,"""",IF(ABS($AA195)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI195<>""READY"",ABS($AA195)<SETTINGS!$B$10*2,$AF195<>"""",$AG195<>""""),""INVESTIGATE"",""BET""))))","=IF($AA195="""","""",IF(ABS($AA195)<SETTINGS!$B$49,"""",IF(ABS($AA195)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI195<>""READY"",ABS($AA195)<SETTINGS!$B$51,$AF195<>"""",$AG195<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB196,196,28,"=IF($AA196="""","""",IF(ABS($AA196)<SETTINGS!$B$8*2,"""",IF(ABS($AA196)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI196<>""READY"",ABS($AA196)<SETTINGS!$B$10*2,$AF196<>"""",$AG196<>""""),""INVESTIGATE"",""BET""))))","=IF($AA196="""","""",IF(ABS($AA196)<SETTINGS!$B$49,"""",IF(ABS($AA196)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI196<>""READY"",ABS($AA196)<SETTINGS!$B$51,$AF196<>"""",$AG196<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB197,197,28,"=IF($AA197="""","""",IF(ABS($AA197)<SETTINGS!$B$8*2,"""",IF(ABS($AA197)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI197<>""READY"",ABS($AA197)<SETTINGS!$B$10*2,$AF197<>"""",$AG197<>""""),""INVESTIGATE"",""BET""))))","=IF($AA197="""","""",IF(ABS($AA197)<SETTINGS!$B$49,"""",IF(ABS($AA197)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI197<>""READY"",ABS($AA197)<SETTINGS!$B$51,$AF197<>"""",$AG197<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB198,198,28,"=IF($AA198="""","""",IF(ABS($AA198)<SETTINGS!$B$8*2,"""",IF(ABS($AA198)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI198<>""READY"",ABS($AA198)<SETTINGS!$B$10*2,$AF198<>"""",$AG198<>""""),""INVESTIGATE"",""BET""))))","=IF($AA198="""","""",IF(ABS($AA198)<SETTINGS!$B$49,"""",IF(ABS($AA198)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI198<>""READY"",ABS($AA198)<SETTINGS!$B$51,$AF198<>"""",$AG198<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB199,199,28,"=IF($AA199="""","""",IF(ABS($AA199)<SETTINGS!$B$8*2,"""",IF(ABS($AA199)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI199<>""READY"",ABS($AA199)<SETTINGS!$B$10*2,$AF199<>"""",$AG199<>""""),""INVESTIGATE"",""BET""))))","=IF($AA199="""","""",IF(ABS($AA199)<SETTINGS!$B$49,"""",IF(ABS($AA199)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI199<>""READY"",ABS($AA199)<SETTINGS!$B$51,$AF199<>"""",$AG199<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
