sheet	cell	v0.5.1_value	v0.5.2_value
ENGINE	AI139	'=IF($A139="","",IF($AH139<>"","BLOCKED",IF($AG139<>"","FCS — NO PLAY",IF(CALC!$S139=1,"PENDING LINE",IF(CALC!$Q139=1,"STALE LINE",IF($AE139="QB UNCERTAIN","QB UNCERTAIN",IF($AF139<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B139="",$C139=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A139="","",IF($AH139<>"","BLOCKED",IF($AG139<>"","FCS — NO PLAY",IF(CALC!$S139=1,"PENDING LINE",IF(CALC!$Q139=1,"STALE LINE",IF($AE139="QB UNCERTAIN","QB UNCERTAIN",IF($AF139<>"","TRANSITION UNCERTAIN",IF(OR($B139="",$C139=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI140	'=IF($A140="","",IF($AH140<>"","BLOCKED",IF($AG140<>"","FCS — NO PLAY",IF(CALC!$S140=1,"PENDING LINE",IF(CALC!$Q140=1,"STALE LINE",IF($AE140="QB UNCERTAIN","QB UNCERTAIN",IF($AF140<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B140="",$C140=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A140="","",IF($AH140<>"","BLOCKED",IF($AG140<>"","FCS — NO PLAY",IF(CALC!$S140=1,"PENDING LINE",IF(CALC!$Q140=1,"STALE LINE",IF($AE140="QB UNCERTAIN","QB UNCERTAIN",IF($AF140<>"","TRANSITION UNCERTAIN",IF(OR($B140="",$C140=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI141	'=IF($A141="","",IF($AH141<>"","BLOCKED",IF($AG141<>"","FCS — NO PLAY",IF(CALC!$S141=1,"PENDING LINE",IF(CALC!$Q141=1,"STALE LINE",IF($AE141="QB UNCERTAIN","QB UNCERTAIN",IF($AF141<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B141="",$C141=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A141="","",IF($AH141<>"","BLOCKED",IF($AG141<>"","FCS — NO PLAY",IF(CALC!$S141=1,"PENDING LINE",IF(CALC!$Q141=1,"STALE LINE",IF($AE141="QB UNCERTAIN","QB UNCERTAIN",IF($AF141<>"","TRANSITION UNCERTAIN",IF(OR($B141="",$C141=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI142	'=IF($A142="","",IF($AH142<>"","BLOCKED",IF($AG142<>"","FCS — NO PLAY",IF(CALC!$S142=1,"PENDING LINE",IF(CALC!$Q142=1,"STALE LINE",IF($AE142="QB UNCERTAIN","QB UNCERTAIN",IF($AF142<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B142="",$C142=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A142="","",IF($AH142<>"","BLOCKED",IF($AG142<>"","FCS — NO PLAY",IF(CALC!$S142=1,"PENDING LINE",IF(CALC!$Q142=1,"STALE LINE",IF($AE142="QB UNCERTAIN","QB UNCERTAIN",IF($AF142<>"","TRANSITION UNCERTAIN",IF(OR($B142="",$C142=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI143	'=IF($A143="","",IF($AH143<>"","BLOCKED",IF($AG143<>"","FCS — NO PLAY",IF(CALC!$S143=1,"PENDING LINE",IF(CALC!$Q143=1,"STALE LINE",IF($AE143="QB UNCERTAIN","QB UNCERTAIN",IF($AF143<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B143="",$C143=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A143="","",IF($AH143<>"","BLOCKED",IF($AG143<>"","FCS — NO PLAY",IF(CALC!$S143=1,"PENDING LINE",IF(CALC!$Q143=1,"STALE LINE",IF($AE143="QB UNCERTAIN","QB UNCERTAIN",IF($AF143<>"","TRANSITION UNCERTAIN",IF(OR($B143="",$C143=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI144	'=IF($A144="","",IF($AH144<>"","BLOCKED",IF($AG144<>"","FCS — NO PLAY",IF(CALC!$S144=1,"PENDING LINE",IF(CALC!$Q144=1,"STALE LINE",IF($AE144="QB UNCERTAIN","QB UNCERTAIN",IF($AF144<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B144="",$C144=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A144="","",IF($AH144<>"","BLOCKED",IF($AG144<>"","FCS — NO PLAY",IF(CALC!$S144=1,"PENDING LINE",IF(CALC!$Q144=1,"STALE LINE",IF($AE144="QB UNCERTAIN","QB UNCERTAIN",IF($AF144<>"","TRANSITION UNCERTAIN",IF(OR($B144="",$C144=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI145	'=IF($A145="","",IF($AH145<>"","BLOCKED",IF($AG145<>"","FCS — NO PLAY",IF(CALC!$S145=1,"PENDING LINE",IF(CALC!$Q145=1,"STALE LINE",IF($AE145="QB UNCERTAIN","QB UNCERTAIN",IF($AF145<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B145="",$C145=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A145="","",IF($AH145<>"","BLOCKED",IF($AG145<>"","FCS — NO PLAY",IF(CALC!$S145=1,"PENDING LINE",IF(CALC!$Q145=1,"STALE LINE",IF($AE145="QB UNCERTAIN","QB UNCERTAIN",IF($AF145<>"","TRANSITION UNCERTAIN",IF(OR($B145="",$C145=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI146	'=IF($A146="","",IF($AH146<>"","BLOCKED",IF($AG146<>"","FCS — NO PLAY",IF(CALC!$S146=1,"PENDING LINE",IF(CALC!$Q146=1,"STALE LINE",IF($AE146="QB UNCERTAIN","QB UNCERTAIN",IF($AF146<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B146="",$C146=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A146="","",IF($AH146<>"","BLOCKED",IF($AG146<>"","FCS — NO PLAY",IF(CALC!$S146=1,"PENDING LINE",IF(CALC!$Q146=1,"STALE LINE",IF($AE146="QB UNCERTAIN","QB UNCERTAIN",IF($AF146<>"","TRANSITION UNCERTAIN",IF(OR($B146="",$C146=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI147	'=IF($A147="","",IF($AH147<>"","BLOCKED",IF($AG147<>"","FCS — NO PLAY",IF(CALC!$S147=1,"PENDING LINE",IF(CALC!$Q147=1,"STALE LINE",IF($AE147="QB UNCERTAIN","QB UNCERTAIN",IF($AF147<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B147="",$C147=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A147="","",IF($AH147<>"","BLOCKED",IF($AG147<>"","FCS — NO PLAY",IF(CALC!$S147=1,"PENDING LINE",IF(CALC!$Q147=1,"STALE LINE",IF($AE147="QB UNCERTAIN","QB UNCERTAIN",IF($AF147<>"","TRANSITION UNCERTAIN",IF(OR($B147="",$C147=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI148	'=IF($A148="","",IF($AH148<>"","BLOCKED",IF($AG148<>"","FCS — NO PLAY",IF(CALC!$S148=1,"PENDING LINE",IF(CALC!$Q148=1,"STALE LINE",IF($AE148="QB UNCERTAIN","QB UNCERTAIN",IF($AF148<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B148="",$C148=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A148="","",IF($AH148<>"","BLOCKED",IF($AG148<>"","FCS — NO PLAY",IF(CALC!$S148=1,"PENDING LINE",IF(CALC!$Q148=1,"STALE LINE",IF($AE148="QB UNCERTAIN","QB UNCERTAIN",IF($AF148<>"","TRANSITION UNCERTAIN",IF(OR($B148="",$C148=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI149	'=IF($A149="","",IF($AH149<>"","BLOCKED",IF($AG149<>"","FCS — NO PLAY",IF(CALC!$S149=1,"PENDING LINE",IF(CALC!$Q149=1,"STALE LINE",IF($AE149="QB UNCERTAIN","QB UNCERTAIN",IF($AF149<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B149="",$C149=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A149="","",IF($AH149<>"","BLOCKED",IF($AG149<>"","FCS — NO PLAY",IF(CALC!$S149=1,"PENDING LINE",IF(CALC!$Q149=1,"STALE LINE",IF($AE149="QB UNCERTAIN","QB UNCERTAIN",IF($AF149<>"","TRANSITION UNCERTAIN",IF(OR($B149="",$C149=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI150	'=IF($A150="","",IF($AH150<>"","BLOCKED",IF($AG150<>"","FCS — NO PLAY",IF(CALC!$S150=1,"PENDING LINE",IF(CALC!$Q150=1,"STALE LINE",IF($AE150="QB UNCERTAIN","QB UNCERTAIN",IF($AF150<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B150="",$C150=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A150="","",IF($AH150<>"","BLOCKED",IF($AG150<>"","FCS — NO PLAY",IF(CALC!$S150=1,"PENDING LINE",IF(CALC!$Q150=1,"STALE LINE",IF($AE150="QB UNCERTAIN","QB UNCERTAIN",IF($AF150<>"","TRANSITION UNCERTAIN",IF(OR($B150="",$C150=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI151	'=IF($A151="","",IF($AH151<>"","BLOCKED",IF($AG151<>"","FCS — NO PLAY",IF(CALC!$S151=1,"PENDING LINE",IF(CALC!$Q151=1,"STALE LINE",IF($AE151="QB UNCERTAIN","QB UNCERTAIN",IF($AF151<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B151="",$C151=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A151="","",IF($AH151<>"","BLOCKED",IF($AG151<>"","FCS — NO PLAY",IF(CALC!$S151=1,"PENDING LINE",IF(CALC!$Q151=1,"STALE LINE",IF($AE151="QB UNCERTAIN","QB UNCERTAIN",IF($AF151<>"","TRANSITION UNCERTAIN",IF(OR($B151="",$C151=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI152	'=IF($A152="","",IF($AH152<>"","BLOCKED",IF($AG152<>"","FCS — NO PLAY",IF(CALC!$S152=1,"PENDING LINE",IF(CALC!$Q152=1,"STALE LINE",IF($AE152="QB UNCERTAIN","QB UNCERTAIN",IF($AF152<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B152="",$C152=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A152="","",IF($AH152<>"","BLOCKED",IF($AG152<>"","FCS — NO PLAY",IF(CALC!$S152=1,"PENDING LINE",IF(CALC!$Q152=1,"STALE LINE",IF($AE152="QB UNCERTAIN","QB UNCERTAIN",IF($AF152<>"","TRANSITION UNCERTAIN",IF(OR($B152="",$C152=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI153	'=IF($A153="","",IF($AH153<>"","BLOCKED",IF($AG153<>"","FCS — NO PLAY",IF(CALC!$S153=1,"PENDING LINE",IF(CALC!$Q153=1,"STALE LINE",IF($AE153="QB UNCERTAIN","QB UNCERTAIN",IF($AF153<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B153="",$C153=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A153="","",IF($AH153<>"","BLOCKED",IF($AG153<>"","FCS — NO PLAY",IF(CALC!$S153=1,"PENDING LINE",IF(CALC!$Q153=1,"STALE LINE",IF($AE153="QB UNCERTAIN","QB UNCERTAIN",IF($AF153<>"","TRANSITION UNCERTAIN",IF(OR($B153="",$C153=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI154	'=IF($A154="","",IF($AH154<>"","BLOCKED",IF($AG154<>"","FCS — NO PLAY",IF(CALC!$S154=1,"PENDING LINE",IF(CALC!$Q154=1,"STALE LINE",IF($AE154="QB UNCERTAIN","QB UNCERTAIN",IF($AF154<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B154="",$C154=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A154="","",IF($AH154<>"","BLOCKED",IF($AG154<>"","FCS — NO PLAY",IF(CALC!$S154=1,"PENDING LINE",IF(CALC!$Q154=1,"STALE LINE",IF($AE154="QB UNCERTAIN","QB UNCERTAIN",IF($AF154<>"","TRANSITION UNCERTAIN",IF(OR($B154="",$C154=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI155	'=IF($A155="","",IF($AH155<>"","BLOCKED",IF($AG155<>"","FCS — NO PLAY",IF(CALC!$S155=1,"PENDING LINE",IF(CALC!$Q155=1,"STALE LINE",IF($AE155="QB UNCERTAIN","QB UNCERTAIN",IF($AF155<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B155="",$C155=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A155="","",IF($AH155<>"","BLOCKED",IF($AG155<>"","FCS — NO PLAY",IF(CALC!$S155=1,"PENDING LINE",IF(CALC!$Q155=1,"STALE LINE",IF($AE155="QB UNCERTAIN","QB UNCERTAIN",IF($AF155<>"","TRANSITION UNCERTAIN",IF(OR($B155="",$C155=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI156	'=IF($A156="","",IF($AH156<>"","BLOCKED",IF($AG156<>"","FCS — NO PLAY",IF(CALC!$S156=1,"PENDING LINE",IF(CALC!$Q156=1,"STALE LINE",IF($AE156="QB UNCERTAIN","QB UNCERTAIN",IF($AF156<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B156="",$C156=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A156="","",IF($AH156<>"","BLOCKED",IF($AG156<>"","FCS — NO PLAY",IF(CALC!$S156=1,"PENDING LINE",IF(CALC!$Q156=1,"STALE LINE",IF($AE156="QB UNCERTAIN","QB UNCERTAIN",IF($AF156<>"","TRANSITION UNCERTAIN",IF(OR($B156="",$C156=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI157	'=IF($A157="","",IF($AH157<>"","BLOCKED",IF($AG157<>"","FCS — NO PLAY",IF(CALC!$S157=1,"PENDING LINE",IF(CALC!$Q157=1,"STALE LINE",IF($AE157="QB UNCERTAIN","QB UNCERTAIN",IF($AF157<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B157="",$C157=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A157="","",IF($AH157<>"","BLOCKED",IF($AG157<>"","FCS — NO PLAY",IF(CALC!$S157=1,"PENDING LINE",IF(CALC!$Q157=1,"STALE LINE",IF($AE157="QB UNCERTAIN","QB UNCERTAIN",IF($AF157<>"","TRANSITION UNCERTAIN",IF(OR($B157="",$C157=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI158	'=IF($A158="","",IF($AH158<>"","BLOCKED",IF($AG158<>"","FCS — NO PLAY",IF(CALC!$S158=1,"PENDING LINE",IF(CALC!$Q158=1,"STALE LINE",IF($AE158="QB UNCERTAIN","QB UNCERTAIN",IF($AF158<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B158="",$C158=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A158="","",IF($AH158<>"","BLOCKED",IF($AG158<>"","FCS — NO PLAY",IF(CALC!$S158=1,"PENDING LINE",IF(CALC!$Q158=1,"STALE LINE",IF($AE158="QB UNCERTAIN","QB UNCERTAIN",IF($AF158<>"","TRANSITION UNCERTAIN",IF(OR($B158="",$C158=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI159	'=IF($A159="","",IF($AH159<>"","BLOCKED",IF($AG159<>"","FCS — NO PLAY",IF(CALC!$S159=1,"PENDING LINE",IF(CALC!$Q159=1,"STALE LINE",IF($AE159="QB UNCERTAIN","QB UNCERTAIN",IF($AF159<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B159="",$C159=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A159="","",IF($AH159<>"","BLOCKED",IF($AG159<>"","FCS — NO PLAY",IF(CALC!$S159=1,"PENDING LINE",IF(CALC!$Q159=1,"STALE LINE",IF($AE159="QB UNCERTAIN","QB UNCERTAIN",IF($AF159<>"","TRANSITION UNCERTAIN",IF(OR($B159="",$C159=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI160	'=IF($A160="","",IF($AH160<>"","BLOCKED",IF($AG160<>"","FCS — NO PLAY",IF(CALC!$S160=1,"PENDING LINE",IF(CALC!$Q160=1,"STALE LINE",IF($AE160="QB UNCERTAIN","QB UNCERTAIN",IF($AF160<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B160="",$C160=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A160="","",IF($AH160<>"","BLOCKED",IF($AG160<>"","FCS — NO PLAY",IF(CALC!$S160=1,"PENDING LINE",IF(CALC!$Q160=1,"STALE LINE",IF($AE160="QB UNCERTAIN","QB UNCERTAIN",IF($AF160<>"","TRANSITION UNCERTAIN",IF(OR($B160="",$C160=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI161	'=IF($A161="","",IF($AH161<>"","BLOCKED",IF($AG161<>"","FCS — NO PLAY",IF(CALC!$S161=1,"PENDING LINE",IF(CALC!$Q161=1,"STALE LINE",IF($AE161="QB UNCERTAIN","QB UNCERTAIN",IF($AF161<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B161="",$C161=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A161="","",IF($AH161<>"","BLOCKED",IF($AG161<>"","FCS — NO PLAY",IF(CALC!$S161=1,"PENDING LINE",IF(CALC!$Q161=1,"STALE LINE",IF($AE161="QB UNCERTAIN","QB UNCERTAIN",IF($AF161<>"","TRANSITION UNCERTAIN",IF(OR($B161="",$C161=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI162	'=IF($A162="","",IF($AH162<>"","BLOCKED",IF($AG162<>"","FCS — NO PLAY",IF(CALC!$S162=1,"PENDING LINE",IF(CALC!$Q162=1,"STALE LINE",IF($AE162="QB UNCERTAIN","QB UNCERTAIN",IF($AF162<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B162="",$C162=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A162="","",IF($AH162<>"","BLOCKED",IF($AG162<>"","FCS — NO PLAY",IF(CALC!$S162=1,"PENDING LINE",IF(CALC!$Q162=1,"STALE LINE",IF($AE162="QB UNCERTAIN","QB UNCERTAIN",IF($AF162<>"","TRANSITION UNCERTAIN",IF(OR($B162="",$C162=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI163	'=IF($A163="","",IF($AH163<>"","BLOCKED",IF($AG163<>"","FCS — NO PLAY",IF(CALC!$S163=1,"PENDING LINE",IF(CALC!$Q163=1,"STALE LINE",IF($AE163="QB UNCERTAIN","QB UNCERTAIN",IF($AF163<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B163="",$C163=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A163="","",IF($AH163<>"","BLOCKED",IF($AG163<>"","FCS — NO PLAY",IF(CALC!$S163=1,"PENDING LINE",IF(CALC!$Q163=1,"STALE LINE",IF($AE163="QB UNCERTAIN","QB UNCERTAIN",IF($AF163<>"","TRANSITION UNCERTAIN",IF(OR($B163="",$C163=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI164	'=IF($A164="","",IF($AH164<>"","BLOCKED",IF($AG164<>"","FCS — NO PLAY",IF(CALC!$S164=1,"PENDING LINE",IF(CALC!$Q164=1,"STALE LINE",IF($AE164="QB UNCERTAIN","QB UNCERTAIN",IF($AF164<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B164="",$C164=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A164="","",IF($AH164<>"","BLOCKED",IF($AG164<>"","FCS — NO PLAY",IF(CALC!$S164=1,"PENDING LINE",IF(CALC!$Q164=1,"STALE LINE",IF($AE164="QB UNCERTAIN","QB UNCERTAIN",IF($AF164<>"","TRANSITION UNCERTAIN",IF(OR($B164="",$C164=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI165	'=IF($A165="","",IF($AH165<>"","BLOCKED",IF($AG165<>"","FCS — NO PLAY",IF(CALC!$S165=1,"PENDING LINE",IF(CALC!$Q165=1,"STALE LINE",IF($AE165="QB UNCERTAIN","QB UNCERTAIN",IF($AF165<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B165="",$C165=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A165="","",IF($AH165<>"","BLOCKED",IF($AG165<>"","FCS — NO PLAY",IF(CALC!$S165=1,"PENDING LINE",IF(CALC!$Q165=1,"STALE LINE",IF($AE165="QB UNCERTAIN","QB UNCERTAIN",IF($AF165<>"","TRANSITION UNCERTAIN",IF(OR($B165="",$C165=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI166	'=IF($A166="","",IF($AH166<>"","BLOCKED",IF($AG166<>"","FCS — NO PLAY",IF(CALC!$S166=1,"PENDING LINE",IF(CALC!$Q166=1,"STALE LINE",IF($AE166="QB UNCERTAIN","QB UNCERTAIN",IF($AF166<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B166="",$C166=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A166="","",IF($AH166<>"","BLOCKED",IF($AG166<>"","FCS — NO PLAY",IF(CALC!$S166=1,"PENDING LINE",IF(CALC!$Q166=1,"STALE LINE",IF($AE166="QB UNCERTAIN","QB UNCERTAIN",IF($AF166<>"","TRANSITION UNCERTAIN",IF(OR($B166="",$C166=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI167	'=IF($A167="","",IF($AH167<>"","BLOCKED",IF($AG167<>"","FCS — NO PLAY",IF(CALC!$S167=1,"PENDING LINE",IF(CALC!$Q167=1,"STALE LINE",IF($AE167="QB UNCERTAIN","QB UNCERTAIN",IF($AF167<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B167="",$C167=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A167="","",IF($AH167<>"","BLOCKED",IF($AG167<>"","FCS — NO PLAY",IF(CALC!$S167=1,"PENDING LINE",IF(CALC!$Q167=1,"STALE LINE",IF($AE167="QB UNCERTAIN","QB UNCERTAIN",IF($AF167<>"","TRANSITION UNCERTAIN",IF(OR($B167="",$C167=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI168	'=IF($A168="","",IF($AH168<>"","BLOCKED",IF($AG168<>"","FCS — NO PLAY",IF(CALC!$S168=1,"PENDING LINE",IF(CALC!$Q168=1,"STALE LINE",IF($AE168="QB UNCERTAIN","QB UNCERTAIN",IF($AF168<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B168="",$C168=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A168="","",IF($AH168<>"","BLOCKED",IF($AG168<>"","FCS — NO PLAY",IF(CALC!$S168=1,"PENDING LINE",IF(CALC!$Q168=1,"STALE LINE",IF($AE168="QB UNCERTAIN","QB UNCERTAIN",IF($AF168<>"","TRANSITION UNCERTAIN",IF(OR($B168="",$C168=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI169	'=IF($A169="","",IF($AH169<>"","BLOCKED",IF($AG169<>"","FCS — NO PLAY",IF(CALC!$S169=1,"PENDING LINE",IF(CALC!$Q169=1,"STALE LINE",IF($AE169="QB UNCERTAIN","QB UNCERTAIN",IF($AF169<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B169="",$C169=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A169="","",IF($AH169<>"","BLOCKED",IF($AG169<>"","FCS — NO PLAY",IF(CALC!$S169=1,"PENDING LINE",IF(CALC!$Q169=1,"STALE LINE",IF($AE169="QB UNCERTAIN","QB UNCERTAIN",IF($AF169<>"","TRANSITION UNCERTAIN",IF(OR($B169="",$C169=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI170	'=IF($A170="","",IF($AH170<>"","BLOCKED",IF($AG170<>"","FCS — NO PLAY",IF(CALC!$S170=1,"PENDING LINE",IF(CALC!$Q170=1,"STALE LINE",IF($AE170="QB UNCERTAIN","QB UNCERTAIN",IF($AF170<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B170="",$C170=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A170="","",IF($AH170<>"","BLOCKED",IF($AG170<>"","FCS — NO PLAY",IF(CALC!$S170=1,"PENDING LINE",IF(CALC!$Q170=1,"STALE LINE",IF($AE170="QB UNCERTAIN","QB UNCERTAIN",IF($AF170<>"","TRANSITION UNCERTAIN",IF(OR($B170="",$C170=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI171	'=IF($A171="","",IF($AH171<>"","BLOCKED",IF($AG171<>"","FCS — NO PLAY",IF(CALC!$S171=1,"PENDING LINE",IF(CALC!$Q171=1,"STALE LINE",IF($AE171="QB UNCERTAIN","QB UNCERTAIN",IF($AF171<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B171="",$C171=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A171="","",IF($AH171<>"","BLOCKED",IF($AG171<>"","FCS — NO PLAY",IF(CALC!$S171=1,"PENDING LINE",IF(CALC!$Q171=1,"STALE LINE",IF($AE171="QB UNCERTAIN","QB UNCERTAIN",IF($AF171<>"","TRANSITION UNCERTAIN",IF(OR($B171="",$C171=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI172	'=IF($A172="","",IF($AH172<>"","BLOCKED",IF($AG172<>"","FCS — NO PLAY",IF(CALC!$S172=1,"PENDING LINE",IF(CALC!$Q172=1,"STALE LINE",IF($AE172="QB UNCERTAIN","QB UNCERTAIN",IF($AF172<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B172="",$C172=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A172="","",IF($AH172<>"","BLOCKED",IF($AG172<>"","FCS — NO PLAY",IF(CALC!$S172=1,"PENDING LINE",IF(CALC!$Q172=1,"STALE LINE",IF($AE172="QB UNCERTAIN","QB UNCERTAIN",IF($AF172<>"","TRANSITION UNCERTAIN",IF(OR($B172="",$C172=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI173	'=IF($A173="","",IF($AH173<>"","BLOCKED",IF($AG173<>"","FCS — NO PLAY",IF(CALC!$S173=1,"PENDING LINE",IF(CALC!$Q173=1,"STALE LINE",IF($AE173="QB UNCERTAIN","QB UNCERTAIN",IF($AF173<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B173="",$C173=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A173="","",IF($AH173<>"","BLOCKED",IF($AG173<>"","FCS — NO PLAY",IF(CALC!$S173=1,"PENDING LINE",IF(CALC!$Q173=1,"STALE LINE",IF($AE173="QB UNCERTAIN","QB UNCERTAIN",IF($AF173<>"","TRANSITION UNCERTAIN",IF(OR($B173="",$C173=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI174	'=IF($A174="","",IF($AH174<>"","BLOCKED",IF($AG174<>"","FCS — NO PLAY",IF(CALC!$S174=1,"PENDING LINE",IF(CALC!$Q174=1,"STALE LINE",IF($AE174="QB UNCERTAIN","QB UNCERTAIN",IF($AF174<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B174="",$C174=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A174="","",IF($AH174<>"","BLOCKED",IF($AG174<>"","FCS — NO PLAY",IF(CALC!$S174=1,"PENDING LINE",IF(CALC!$Q174=1,"STALE LINE",IF($AE174="QB UNCERTAIN","QB UNCERTAIN",IF($AF174<>"","TRANSITION UNCERTAIN",IF(OR($B174="",$C174=""),"DATA INCOMPLETE","READY"))))))))'
